"id","schema","table_name","variable_name","collection","agency","description"
9018,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_4yrs_prior","Maternity Dataset","MOH",NA
9019,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_5yr","Maternity Dataset","MOH",NA
9020,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_5yrs_prior","Maternity Dataset","MOH",NA
9021,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_6yr","Maternity Dataset","MOH",NA
9022,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_7yr","Maternity Dataset","MOH",NA
9023,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_8yr","Maternity Dataset","MOH",NA
9024,"clean_read_MOH_MATERNITY","moh_maternity_pus","mother_othmh_9yr","Maternity Dataset","MOH",NA
9025,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_10yr","Maternity Dataset","MOH",NA
9026,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_1st_6m","Maternity Dataset","MOH",NA
9027,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_2nd_6m","Maternity Dataset","MOH",NA
9028,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_2yr","Maternity Dataset","MOH",NA
9029,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_3yr","Maternity Dataset","MOH",NA
9030,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_4yr","Maternity Dataset","MOH",NA
9031,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_5yr","Maternity Dataset","MOH",NA
9032,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_6yr","Maternity Dataset","MOH",NA
9033,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_7yr","Maternity Dataset","MOH",NA
9034,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_8yr","Maternity Dataset","MOH",NA
9035,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_any_hosp_9yr","Maternity Dataset","MOH",NA
9036,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_10yr","Maternity Dataset","MOH",NA
9037,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_1st_6m","Maternity Dataset","MOH",NA
9038,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_2nd_6m","Maternity Dataset","MOH",NA
9039,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_2yr","Maternity Dataset","MOH",NA
9040,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_3yr","Maternity Dataset","MOH",NA
9041,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_4yr","Maternity Dataset","MOH",NA
9042,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_5yr","Maternity Dataset","MOH",NA
9043,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_6yr","Maternity Dataset","MOH",NA
9044,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_7yr","Maternity Dataset","MOH",NA
9045,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_8yr","Maternity Dataset","MOH",NA
9046,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_con_ex_cause_9yr","Maternity Dataset","MOH",NA
9047,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_ic_injury_1st_6m","Maternity Dataset","MOH",NA
9048,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_ic_injury_2nd_6m","Maternity Dataset","MOH",NA
9049,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_10yr","Maternity Dataset","MOH",NA
9050,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_1st_6m","Maternity Dataset","MOH",NA
9051,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_2nd_6m","Maternity Dataset","MOH",NA
9052,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_2yr","Maternity Dataset","MOH",NA
9053,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_3yr","Maternity Dataset","MOH",NA
9054,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_4yr","Maternity Dataset","MOH",NA
9055,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_5yr","Maternity Dataset","MOH",NA
9056,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_6yr","Maternity Dataset","MOH",NA
9057,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_7yr","Maternity Dataset","MOH",NA
9058,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_8yr","Maternity Dataset","MOH",NA
9059,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_lb_injury_9yr","Maternity Dataset","MOH",NA
9060,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_10yr","Maternity Dataset","MOH",NA
9061,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_1st_6m","Maternity Dataset","MOH",NA
9062,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_2nd_6m","Maternity Dataset","MOH",NA
9063,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_2yr","Maternity Dataset","MOH",NA
9064,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_3yr","Maternity Dataset","MOH",NA
9065,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_4yr","Maternity Dataset","MOH",NA
9066,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_5yr","Maternity Dataset","MOH",NA
9067,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_6yr","Maternity Dataset","MOH",NA
9068,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_7yr","Maternity Dataset","MOH",NA
9069,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_8yr","Maternity Dataset","MOH",NA
9070,"clean_read_MOH_MATERNITY","moh_maternity_pus","number_hosp_mal_9yr","Maternity Dataset","MOH",NA
9071,"clean_read_MOH_MATERNITY","moh_maternity_pus","snz_moh_uid","Maternity Dataset","MOH",NA
9072,"clean_read_MOH_NBRS","moh_nbrs","age_at_snapshot","National Booking Reporting System","MOH",NA
9073,"clean_read_MOH_NBRS","moh_nbrs","agency_code","National Booking Reporting System","MOH",NA
9074,"clean_read_MOH_NBRS","moh_nbrs","assessment_events_count","National Booking Reporting System","MOH",NA
9075,"clean_read_MOH_NBRS","moh_nbrs","booked_procedure_code","National Booking Reporting System","MOH",NA
9076,"clean_read_MOH_NBRS","moh_nbrs","booking_events_count","National Booking Reporting System","MOH",NA
9077,"clean_read_MOH_NBRS","moh_nbrs","calendar_month_number","National Booking Reporting System","MOH",NA
9078,"clean_read_MOH_NBRS","moh_nbrs","calendar_year","National Booking Reporting System","MOH",NA
9079,"clean_read_MOH_NBRS","moh_nbrs","calendar_year_and_month","National Booking Reporting System","MOH",NA
9080,"clean_read_MOH_NBRS","moh_nbrs","care_and_review_events_count","National Booking Reporting System","MOH",NA
9081,"clean_read_MOH_NBRS","moh_nbrs","certainty_events_count","National Booking Reporting System","MOH",NA
9082,"clean_read_MOH_NBRS","moh_nbrs","certainty_given_date","National Booking Reporting System","MOH",NA
9083,"clean_read_MOH_NBRS","moh_nbrs","certainty_status_given_date","National Booking Reporting System","MOH",NA
9084,"clean_read_MOH_NBRS","moh_nbrs","client_booking_entry_id","National Booking Reporting System","MOH",NA
9085,"clean_read_MOH_NBRS","moh_nbrs","clinical_code","National Booking Reporting System","MOH",NA
9086,"clean_read_MOH_NBRS","moh_nbrs","clinical_code_system","National Booking Reporting System","MOH",NA
9087,"clean_read_MOH_NBRS","moh_nbrs","contract_agency_code","National Booking Reporting System","MOH",NA
9088,"clean_read_MOH_NBRS","moh_nbrs","current_booking_status_code","National Booking Reporting System","MOH",NA
9089,"clean_read_MOH_NBRS","moh_nbrs","days_fsa_to_first_priority_ass","National Booking Reporting System","MOH",NA
9090,"clean_read_MOH_NBRS","moh_nbrs","days_ref_to_first_priority_ass","National Booking Reporting System","MOH",NA
9091,"clean_read_MOH_NBRS","moh_nbrs","days_referral_to_fsa","National Booking Reporting System","MOH",NA
9092,"clean_read_MOH_NBRS","moh_nbrs","days_since_certainty","National Booking Reporting System","MOH",NA
9093,"clean_read_MOH_NBRS","moh_nbrs","days_since_first_priority_ass","National Booking Reporting System","MOH",NA
9094,"clean_read_MOH_NBRS","moh_nbrs","days_since_fsa","National Booking Reporting System","MOH",NA
9095,"clean_read_MOH_NBRS","moh_nbrs","days_since_last_review","National Booking Reporting System","MOH",NA
9096,"clean_read_MOH_NBRS","moh_nbrs","days_waiting_assured","National Booking Reporting System","MOH",NA
9097,"clean_read_MOH_NBRS","moh_nbrs","deferral_events_count","National Booking Reporting System","MOH",NA
9098,"clean_read_MOH_NBRS","moh_nbrs","deferred_by_hcu_count","National Booking Reporting System","MOH",NA
9099,"clean_read_MOH_NBRS","moh_nbrs","deferred_by_hhs_count","National Booking Reporting System","MOH",NA
9100,"clean_read_MOH_NBRS","moh_nbrs","dhb_code","National Booking Reporting System","MOH",NA
9101,"clean_read_MOH_NBRS","moh_nbrs","dss_update_time","National Booking Reporting System","MOH",NA
9102,"clean_read_MOH_NBRS","moh_nbrs","entry_booking_status_code","National Booking Reporting System","MOH",NA
9103,"clean_read_MOH_NBRS","moh_nbrs","entry_date","National Booking Reporting System","MOH",NA
9104,"clean_read_MOH_NBRS","moh_nbrs","ethnic_code","National Booking Reporting System","MOH",NA
9105,"clean_read_MOH_NBRS","moh_nbrs","ethnic_code_2","National Booking Reporting System","MOH",NA
9106,"clean_read_MOH_NBRS","moh_nbrs","ethnic_code_3","National Booking Reporting System","MOH",NA
9107,"clean_read_MOH_NBRS","moh_nbrs","exit_category_assigned_date","National Booking Reporting System","MOH",NA
9108,"clean_read_MOH_NBRS","moh_nbrs","exit_category_code","National Booking Reporting System","MOH",NA
9109,"clean_read_MOH_NBRS","moh_nbrs","exit_events_count","National Booking Reporting System","MOH",NA
9110,"clean_read_MOH_NBRS","moh_nbrs","facility_code","National Booking Reporting System","MOH",NA
9111,"clean_read_MOH_NBRS","moh_nbrs","first_active_review_date","National Booking Reporting System","MOH",NA
9112,"clean_read_MOH_NBRS","moh_nbrs","first_assessment_date","National Booking Reporting System","MOH",NA
9113,"clean_read_MOH_NBRS","moh_nbrs","first_assessor_group_code","National Booking Reporting System","MOH",NA
9114,"clean_read_MOH_NBRS","moh_nbrs","first_booking_date","National Booking Reporting System","MOH",NA
9115,"clean_read_MOH_NBRS","moh_nbrs","first_cpac_score","National Booking Reporting System","MOH",NA
9116,"clean_read_MOH_NBRS","moh_nbrs","first_cpac_scoring_syst_code","National Booking Reporting System","MOH",NA
9117,"clean_read_MOH_NBRS","moh_nbrs","first_domicile_code","National Booking Reporting System","MOH",NA
9118,"clean_read_MOH_NBRS","moh_nbrs","first_rebooking_date","National Booking Reporting System","MOH",NA
9119,"clean_read_MOH_NBRS","moh_nbrs","first_residual_date","National Booking Reporting System","MOH",NA
9120,"clean_read_MOH_NBRS","moh_nbrs","first_scheduled_date","National Booking Reporting System","MOH",NA
9121,"clean_read_MOH_NBRS","moh_nbrs","fsa_date","National Booking Reporting System","MOH",NA
9122,"clean_read_MOH_NBRS","moh_nbrs","gender","National Booking Reporting System","MOH",NA
9123,"clean_read_MOH_NBRS","moh_nbrs","health_specialty_code","National Booking Reporting System","MOH",NA
9124,"clean_read_MOH_NBRS","moh_nbrs","initial_prof_group_code","National Booking Reporting System","MOH",NA
9125,"clean_read_MOH_NBRS","moh_nbrs","latest_active_review_date","National Booking Reporting System","MOH",NA
9126,"clean_read_MOH_NBRS","moh_nbrs","latest_assessment_date","National Booking Reporting System","MOH",NA
9127,"clean_read_MOH_NBRS","moh_nbrs","latest_assessor_group_code","National Booking Reporting System","MOH",NA
9128,"clean_read_MOH_NBRS","moh_nbrs","latest_booking_date","National Booking Reporting System","MOH",NA
9129,"clean_read_MOH_NBRS","moh_nbrs","latest_cpac_score","National Booking Reporting System","MOH",NA
9130,"clean_read_MOH_NBRS","moh_nbrs","latest_cpac_scoring_syst_code","National Booking Reporting System","MOH",NA
9131,"clean_read_MOH_NBRS","moh_nbrs","latest_deferred_by_code","National Booking Reporting System","MOH",NA
9132,"clean_read_MOH_NBRS","moh_nbrs","latest_deferred_date","National Booking Reporting System","MOH",NA
9133,"clean_read_MOH_NBRS","moh_nbrs","latest_domicile_code","National Booking Reporting System","MOH",NA
9134,"clean_read_MOH_NBRS","moh_nbrs","latest_prof_group_code","National Booking Reporting System","MOH",NA
9135,"clean_read_MOH_NBRS","moh_nbrs","latest_residual_date","National Booking Reporting System","MOH",NA
9136,"clean_read_MOH_NBRS","moh_nbrs","latest_scheduled_date","National Booking Reporting System","MOH",NA
9137,"clean_read_MOH_NBRS","moh_nbrs","prev_booking_status_code","National Booking Reporting System","MOH",NA
9138,"clean_read_MOH_NBRS","moh_nbrs","prioritised_ethnicity","National Booking Reporting System","MOH",NA
9139,"clean_read_MOH_NBRS","moh_nbrs","publicly_funded_flag","National Booking Reporting System","MOH",NA
9140,"clean_read_MOH_NBRS","moh_nbrs","purchaser_code","National Booking Reporting System","MOH",NA
9141,"clean_read_MOH_NBRS","moh_nbrs","rebooked_events_count","National Booking Reporting System","MOH",NA
9142,"clean_read_MOH_NBRS","moh_nbrs","referral_date","National Booking Reporting System","MOH",NA
9143,"clean_read_MOH_NBRS","moh_nbrs","snz_moh_uid","National Booking Reporting System","MOH",NA
9144,"clean_read_MOH_NBRS","moh_nbrs","specialty_id","National Booking Reporting System","MOH",NA
9145,"clean_read_MOH_NBRS","moh_nbrs","staged_planned_procedure_flag","National Booking Reporting System","MOH",NA
9146,"clean_read_MOH_NBRS","moh_nbrs","treatment_facility_code","National Booking Reporting System","MOH",NA
9147,"clean_read_MOH_NBRS","moh_nbrs","wait_list_events_count","National Booking Reporting System","MOH",NA
9148,"clean_read_MOH_NIR","moh_NIR_201505","imm_excl_pcv_status_at_12_months","National Immunisation Register","MOH",NA
9149,"clean_read_MOH_NIR","moh_NIR_201505","imm_excl_pcv_status_at_18_months","National Immunisation Register","MOH",NA
9150,"clean_read_MOH_NIR","moh_NIR_201505","imm_excl_pcv_status_at_24_months","National Immunisation Register","MOH",NA
9151,"clean_read_MOH_NIR","moh_NIR_201505","imm_excl_pcv_status_at_6_months","National Immunisation Register","MOH",NA
9152,"clean_read_MOH_NIR","moh_NIR_201505","imm_excl_pcv_status_at_60_months","National Immunisation Register","MOH",NA
9153,"clean_read_MOH_NIR","moh_NIR_201505","imm_excl_pcv_status_at_8_months","National Immunisation Register","MOH",NA
9154,"clean_read_MOH_NIR","moh_NIR_201505","imm_status_at_12_months","National Immunisation Register","MOH",NA
9155,"clean_read_MOH_NIR","moh_NIR_201505","imm_status_at_18_months","National Immunisation Register","MOH",NA
9156,"clean_read_MOH_NIR","moh_NIR_201505","imm_status_at_24_months","National Immunisation Register","MOH",NA
9157,"clean_read_MOH_NIR","moh_NIR_201505","imm_status_at_6_months","National Immunisation Register","MOH",NA
9158,"clean_read_MOH_NIR","moh_NIR_201505","imm_status_at_60_months","National Immunisation Register","MOH",NA
9159,"clean_read_MOH_NIR","moh_NIR_201505","imm_status_at_8_months","National Immunisation Register","MOH",NA
9160,"clean_read_MOH_NIR","moh_NIR_201505","NIR_BIRTH_MONTH_NBR","National Immunisation Register","MOH",NA
9161,"clean_read_MOH_NIR","moh_NIR_201505","NIR_BIRTH_YEAR_NBR","National Immunisation Register","MOH",NA
9162,"clean_read_MOH_NIR","moh_NIR_201505","snz_moh_uid","National Immunisation Register","MOH",NA
9163,"clean_read_MOH_NIR","moh_nir_enr_Jan2017","DATABASE_STATUS","National Immunisation Register","MOH",NA
9164,"clean_read_MOH_NIR","moh_nir_enr_Jan2017","DIM_NOMINATED_PROVIDER_KEY","National Immunisation Register","MOH",NA
9165,"clean_read_MOH_NIR","moh_nir_enr_Jan2017","END_DATE","National Immunisation Register","MOH",NA
9166,"clean_read_MOH_NIR","moh_nir_enr_Jan2017","PROGRAMME_ID","National Immunisation Register","MOH",NA
9167,"clean_read_MOH_NIR","moh_nir_enr_Jan2017","snz_moh_uid","National Immunisation Register","MOH",NA
9168,"clean_read_MOH_NIR","moh_nir_enr_Jan2017","START_DATE","National Immunisation Register","MOH",NA
9169,"clean_read_MOH_NIR","moh_nir_enrol_dec2015","database_status","National Immunisation Register","MOH",NA
9170,"clean_read_MOH_NIR","moh_nir_enrol_dec2015","dim_nominated_provider_key","National Immunisation Register","MOH",NA
9171,"clean_read_MOH_NIR","moh_nir_enrol_dec2015","end_date","National Immunisation Register","MOH",NA
9172,"clean_read_MOH_NIR","moh_nir_enrol_dec2015","programme_id","National Immunisation Register","MOH",NA
9173,"clean_read_MOH_NIR","moh_nir_enrol_dec2015","snz_moh_uid","National Immunisation Register","MOH",NA
9174,"clean_read_MOH_NIR","moh_nir_enrol_dec2015","start_date","National Immunisation Register","MOH",NA
9175,"clean_read_MOH_NIR","moh_nir_events_dec2015","clinic_name","National Immunisation Register","MOH",NA
9176,"clean_read_MOH_NIR","moh_nir_events_dec2015","event_id","National Immunisation Register","MOH",NA
9177,"clean_read_MOH_NIR","moh_nir_events_dec2015","event_status_description","National Immunisation Register","MOH",NA
9178,"clean_read_MOH_NIR","moh_nir_events_dec2015","event_sub_status_description","National Immunisation Register","MOH",NA
9179,"clean_read_MOH_NIR","moh_nir_events_dec2015","indication","National Immunisation Register","MOH",NA
9180,"clean_read_MOH_NIR","moh_nir_events_dec2015","indication_description","National Immunisation Register","MOH",NA
9181,"clean_read_MOH_NIR","moh_nir_events_dec2015","moh_nir_birth_month_nbr","National Immunisation Register","MOH",NA
9182,"clean_read_MOH_NIR","moh_nir_events_dec2015","moh_nir_birth_year_nbr","National Immunisation Register","MOH",NA
9183,"clean_read_MOH_NIR","moh_nir_events_dec2015","pho_name","National Immunisation Register","MOH",NA
9184,"clean_read_MOH_NIR","moh_nir_events_dec2015","snz_moh_uid","National Immunisation Register","MOH",NA
9185,"clean_read_MOH_NIR","moh_nir_events_dec2015","vaccine","National Immunisation Register","MOH",NA
9186,"clean_read_MOH_NIR","moh_nir_events_dec2015","vaccine_dose","National Immunisation Register","MOH",NA
9187,"clean_read_MOH_NIR","moh_nir_events_dec2015","vacination_date","National Immunisation Register","MOH",NA
9188,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","CLINIC_NAME","National Immunisation Register","MOH",NA
9189,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","EVENT_ID","National Immunisation Register","MOH",NA
9190,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","EVENT_STATUS_DESCRIPTION","National Immunisation Register","MOH",NA
9191,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","EVENT_SUB_STATUS_DESCRIPTION","National Immunisation Register","MOH",NA
9192,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","INDICATION","National Immunisation Register","MOH",NA
9193,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","INDICATION_DESCRIPTION","National Immunisation Register","MOH",NA
9194,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","moh_nir_birth_month","National Immunisation Register","MOH",NA
9195,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","moh_nir_birth_year","National Immunisation Register","MOH",NA
9196,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","PHO_NAME","National Immunisation Register","MOH",NA
9197,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","snz_moh_uid","National Immunisation Register","MOH",NA
9198,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","VACCINATION_DATE","National Immunisation Register","MOH",NA
9199,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","VACCINE","National Immunisation Register","MOH",NA
9200,"clean_read_MOH_NIR","moh_nir_evt_Jan2017","VACCINE_DOSE","National Immunisation Register","MOH",NA
9201,"clean_read_NSR","n_stroke_reg_2020","af1","National Stroke Register","MOH",NA
9202,"clean_read_NSR","n_stroke_reg_2020","alive_3m","National Stroke Register","MOH",NA
9203,"clean_read_NSR","n_stroke_reg_2020","alive7","National Stroke Register","MOH",NA
9204,"clean_read_NSR","n_stroke_reg_2020","another_stroke_3mo","National Stroke Register","MOH",NA
9205,"clean_read_NSR","n_stroke_reg_2020","arrival_mode","National Stroke Register","MOH",NA
9206,"clean_read_NSR","n_stroke_reg_2020","asa","National Stroke Register","MOH",NA
9207,"clean_read_NSR","n_stroke_reg_2020","asu_admit","National Stroke Register","MOH",NA
9208,"clean_read_NSR","n_stroke_reg_2020","asu_dc","National Stroke Register","MOH",NA
9209,"clean_read_NSR","n_stroke_reg_2020","atgt","National Stroke Register","MOH",NA
9210,"clean_read_NSR","n_stroke_reg_2020","bmi","National Stroke Register","MOH",NA
9211,"clean_read_NSR","n_stroke_reg_2020","brain_scan","National Stroke Register","MOH",NA
9212,"clean_read_NSR","n_stroke_reg_2020","call_date_3mo","National Stroke Register","MOH",NA
9213,"clean_read_NSR","n_stroke_reg_2020","care_plan","National Stroke Register","MOH",NA
9214,"clean_read_NSR","n_stroke_reg_2020","carer","National Stroke Register","MOH",NA
9215,"clean_read_NSR","n_stroke_reg_2020","carotid_endart","National Stroke Register","MOH",NA
9216,"clean_read_NSR","n_stroke_reg_2020","carotid_endart_date","National Stroke Register","MOH",NA
9217,"clean_read_NSR","n_stroke_reg_2020","cns_date","National Stroke Register","MOH",NA
9218,"clean_read_NSR","n_stroke_reg_2020","cns_time","National Stroke Register","MOH",NA
9219,"clean_read_NSR","n_stroke_reg_2020","com_dc","National Stroke Register","MOH",NA
9220,"clean_read_NSR","n_stroke_reg_2020","com_number","National Stroke Register","MOH",NA
9221,"clean_read_NSR","n_stroke_reg_2020","com_rehab","National Stroke Register","MOH",NA
9222,"clean_read_NSR","n_stroke_reg_2020","com_rehab_post_3_months","National Stroke Register","MOH",NA
9223,"clean_read_NSR","n_stroke_reg_2020","complication_impact","National Stroke Register","MOH",NA
9224,"clean_read_NSR","n_stroke_reg_2020","complications","National Stroke Register","MOH",NA
9225,"clean_read_NSR","n_stroke_reg_2020","complications_1","National Stroke Register","MOH",NA
9226,"clean_read_NSR","n_stroke_reg_2020","complications_10","National Stroke Register","MOH",NA
9227,"clean_read_NSR","n_stroke_reg_2020","complications_11","National Stroke Register","MOH",NA
9228,"clean_read_NSR","n_stroke_reg_2020","complications_12","National Stroke Register","MOH",NA
9229,"clean_read_NSR","n_stroke_reg_2020","complications_13","National Stroke Register","MOH",NA
9230,"clean_read_NSR","n_stroke_reg_2020","complications_14","National Stroke Register","MOH",NA
9231,"clean_read_NSR","n_stroke_reg_2020","complications_15","National Stroke Register","MOH",NA
9232,"clean_read_NSR","n_stroke_reg_2020","complications_16","National Stroke Register","MOH",NA
9233,"clean_read_NSR","n_stroke_reg_2020","complications_17","National Stroke Register","MOH",NA
9234,"clean_read_NSR","n_stroke_reg_2020","complications_18","National Stroke Register","MOH",NA
9235,"clean_read_NSR","n_stroke_reg_2020","complications_2","National Stroke Register","MOH",NA
9236,"clean_read_NSR","n_stroke_reg_2020","complications_3","National Stroke Register","MOH",NA
9237,"clean_read_NSR","n_stroke_reg_2020","complications_4","National Stroke Register","MOH",NA
9238,"clean_read_NSR","n_stroke_reg_2020","complications_5","National Stroke Register","MOH",NA
9239,"clean_read_NSR","n_stroke_reg_2020","complications_6","National Stroke Register","MOH",NA
9240,"clean_read_NSR","n_stroke_reg_2020","complications_7","National Stroke Register","MOH",NA
9241,"clean_read_NSR","n_stroke_reg_2020","complications_8","National Stroke Register","MOH",NA
9242,"clean_read_NSR","n_stroke_reg_2020","complications_9","National Stroke Register","MOH",NA
9243,"clean_read_NSR","n_stroke_reg_2020","continence","National Stroke Register","MOH",NA
9244,"clean_read_NSR","n_stroke_reg_2020","cs","National Stroke Register","MOH",NA
9245,"clean_read_NSR","n_stroke_reg_2020","ct","National Stroke Register","MOH",NA
9246,"clean_read_NSR","n_stroke_reg_2020","cta_cow","National Stroke Register","MOH",NA
9247,"clean_read_NSR","n_stroke_reg_2020","cta_neck","National Stroke Register","MOH",NA
9248,"clean_read_NSR","n_stroke_reg_2020","cttnt","National Stroke Register","MOH",NA
9249,"clean_read_NSR","n_stroke_reg_2020","cus","National Stroke Register","MOH",NA
9250,"clean_read_NSR","n_stroke_reg_2020","cvd_date_mo","National Stroke Register","MOH",NA
9251,"clean_read_NSR","n_stroke_reg_2020","cvd_date_yr","National Stroke Register","MOH",NA
9252,"clean_read_NSR","n_stroke_reg_2020","dabigatran_reversal","National Stroke Register","MOH",NA
9253,"clean_read_NSR","n_stroke_reg_2020","DBP","National Stroke Register","MOH",NA
9254,"clean_read_NSR","n_stroke_reg_2020","dc_destination","National Stroke Register","MOH",NA
9255,"clean_read_NSR","n_stroke_reg_2020","dc_med_anti_HTN","National Stroke Register","MOH",NA
9256,"clean_read_NSR","n_stroke_reg_2020","dc_med_anticoag","National Stroke Register","MOH",NA
9257,"clean_read_NSR","n_stroke_reg_2020","dc_med_antiplatelet","National Stroke Register","MOH",NA
9258,"clean_read_NSR","n_stroke_reg_2020","dc_med_statin","National Stroke Register","MOH",NA
9259,"clean_read_NSR","n_stroke_reg_2020","death_cause","National Stroke Register","MOH",NA
9260,"clean_read_NSR","n_stroke_reg_2020","death_month","National Stroke Register","MOH",NA
9261,"clean_read_NSR","n_stroke_reg_2020","death_year","National Stroke Register","MOH",NA
9262,"clean_read_NSR","n_stroke_reg_2020","dhb_3mo","National Stroke Register","MOH",NA
9263,"clean_read_NSR","n_stroke_reg_2020","dhb_domicile","National Stroke Register","MOH",NA
9264,"clean_read_NSR","n_stroke_reg_2020","dhb_present","National Stroke Register","MOH",NA
9265,"clean_read_NSR","n_stroke_reg_2020","dhb_staff","National Stroke Register","MOH",NA
9266,"clean_read_NSR","n_stroke_reg_2020","dietician","National Stroke Register","MOH",NA
9267,"clean_read_NSR","n_stroke_reg_2020","dm1","National Stroke Register","MOH",NA
9268,"clean_read_NSR","n_stroke_reg_2020","dtct","National Stroke Register","MOH",NA
9269,"clean_read_NSR","n_stroke_reg_2020","dtn","National Stroke Register","MOH",NA
9270,"clean_read_NSR","n_stroke_reg_2020","dvt_proph_1","National Stroke Register","MOH",NA
9271,"clean_read_NSR","n_stroke_reg_2020","dvt_proph_2","National Stroke Register","MOH",NA
9272,"clean_read_NSR","n_stroke_reg_2020","dx_1","National Stroke Register","MOH",NA
9273,"clean_read_NSR","n_stroke_reg_2020","dx_2","National Stroke Register","MOH",NA
9274,"clean_read_NSR","n_stroke_reg_2020","dysphagia_who","National Stroke Register","MOH",NA
9275,"clean_read_NSR","n_stroke_reg_2020","ecg","National Stroke Register","MOH",NA
9276,"clean_read_NSR","n_stroke_reg_2020","ecr","National Stroke Register","MOH",NA
9277,"clean_read_NSR","n_stroke_reg_2020","ecr_arrival","National Stroke Register","MOH",NA
9278,"clean_read_NSR","n_stroke_reg_2020","ecr_centre","National Stroke Register","MOH",NA
9279,"clean_read_NSR","n_stroke_reg_2020","employment","National Stroke Register","MOH",NA
9280,"clean_read_NSR","n_stroke_reg_2020","ethnicity","National Stroke Register","MOH",NA
9281,"clean_read_NSR","n_stroke_reg_2020","european","National Stroke Register","MOH",NA
